"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0S770","2020-03-25 00:00:00","375.000","350.000","0.500","19.900","0.950","973.600","","0.000","-99.000","-99.000","-99.000","23.300","","19.400",""
"C0X230","2020-03-25 00:00:00","29.000","12.000","0.800","21.200","0.910","1013.500","","0.000","-99.000","-99.000","-99.000","25.700","","20.000",""
"C0B010","2020-03-25 00:00:00","38.000","48.000","1.500","21.000","1.000","1009.600","","4.000","-99.000","-99.000","-99.000","22.000","","18.400",""
"C0R490","2020-03-25 00:00:00","49.000","8.000","2.000","23.300","0.880","1009.000","","0.000","-99.000","-99.000","-99.000","28.100","","22.300",""
"C0V440","2020-03-25 00:00:00","27.000","347.000","1.500","23.100","0.780","1011.500","","0.000","-99.000","-99.000","-99.000","27.900","","21.200",""
"C0AC80","2020-03-25 00:00:00","40.000","38.000","1.700","21.400","0.910","1011.000","","0.000","-99.000","-99.000","-99.000","24.100","","18.400",""
"CM0140","2020-03-25 00:00:00","26.000","325.000","0.500","23.600","0.730","1014.200","","0.000","-99.000","-99.000","-99.000","25.500","","22.200",""
"C0SA20","2020-03-25 00:00:00","857.000","345.000","1.700","16.700","1.000","921.100","","0.500","-99.000","-99.000","-99.000","19.300","","15.900",""
"C0K490","2020-03-25 00:00:00","91.000","97.000","0.400","21.300","0.900","1004.900","","0.000","-99.000","-99.000","-99.000","26.600","","19.700",""
"C0V820","2020-03-25 00:00:00","441.000","156.000","0.500","20.300","0.990","967.800","","0.000","-99.000","-99.000","-99.000","25.700","","19.100",""
"C0S810","2020-03-25 00:00:00","65.000","335.000","1.500","22.200","0.860","1011.400","","0.000","-99.000","-99.000","-99.000","26.700","","21.200",""
"C0R580","2020-03-25 00:00:00","10.000","27.000","0.500","23.400","0.870","1013.600","","0.000","-99.000","-99.000","-99.000","28.100","","22.300",""
"C0Z330","2020-03-25 00:00:00","488.000","0.000","0.200","18.800","0.990","963.600","","0.500","-99.000","-99.000","-99.000","23.700","","17.000",""
"C0E590","2020-03-25 00:00:00","40.000","109.000","1.200","19.800","0.990","1010.200","","0.000","-99.000","-99.000","-99.000","25.400","","18.000",""
"C0D540","2020-03-25 00:00:00","227.000","185.000","0.400","19.400","0.950","990.400","","0.000","-99.000","-99.000","-99.000","26.600","","17.000",""
"C0K420","2020-03-25 00:00:00","42.000","13.000","1.200","21.900","0.900","1010.600","","0.000","-99.000","-99.000","-99.000","26.700","","19.500",""
"C0Z180","2020-03-25 00:00:00","34.000","241.000","0.900","21.000","0.900","1012.600","","0.000","-99.000","-99.000","-99.000","24.600","","20.200",""
"C0M720","2020-03-25 00:00:00","225.000","88.000","0.300","20.900","0.920","989.700","","0.000","-99.000","-99.000","-99.000","25.100","","18.500",""
"C0V450","2020-03-25 00:00:00","51.000","0.000","0.100","21.500","0.990","1008.900","","0.000","-99.000","-99.000","-99.000","28.000","","21.200",""
"C0R280","2020-03-25 00:00:00","242.000","63.000","1.800","21.700","0.950","988.300","","0.500","-99.000","-99.000","-99.000","25.000","","20.400",""
"C0E610","2020-03-25 00:00:00","850.000","0.000","0.000","17.900","0.950","922.100","","0.000","-99.000","-99.000","-99.000","22.900","","15.200",""
"C0V610","2020-03-25 00:00:00","22.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z310","2020-03-25 00:00:00","59.000","353.000","0.800","21.200","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","24.500","","19.400",""
"C0S700","2020-03-25 00:00:00","507.000","0.000","0.100","17.400","1.000","960.500","","0.000","-99.000","-99.000","-99.000","22.400","","17.400",""
"C0T9G0","2020-03-25 00:00:00","605.000","0.000","0.200","17.900","0.990","950.600","","0.500","-99.000","-99.000","-99.000","19.500","","15.800",""
"C0U520","2020-03-25 00:00:00","517.000","0.000","0.200","17.800","0.990","960.500","","0.500","-99.000","-99.000","-99.000","19.900","","14.800",""
"C0E750","2020-03-25 00:00:00","62.000","166.000","1.100","21.200","0.890","1007.800","","0.000","-99.000","-99.000","-99.000","25.400","","19.000",""
"C0G660","2020-03-25 00:00:00","27.000","357.000","2.100","23.100","0.890","1013.700","","0.000","-99.000","-99.000","-99.000","27.500","","20.100",""
"C0U720","2020-03-25 00:00:00","1260.000","300.000","0.800","14.000","1.000","889.800","","1.000","-99.000","-99.000","-99.000","16.100","","12.500",""
"C0R690","2020-03-25 00:00:00","248.000","28.000","1.700","21.400","0.930","986.400","","0.000","-99.000","-99.000","-99.000","27.100","","20.700",""
"C0X150","2020-03-25 00:00:00","18.000","19.000","0.500","22.400","0.900","1014.800","","0.000","-99.000","-99.000","-99.000","27.100","","21.200",""
"C0Z050","2020-03-25 00:00:00","830.000","0.000","0.200","17.100","0.980","926.100","","0.000","-99.000","-99.000","-99.000","18.900","","16.100",""
"C0I490","2020-03-25 00:00:00","1601.000","213.000","1.500","13.700","0.990","844.100","","0.000","-99.000","-99.000","-99.000","22.500","","13.000",""
"C0X240","2020-03-25 00:00:00","394.000","0.000","0.000","19.500","0.940","971.500","","0.000","-99.000","-99.000","-99.000","23.900","","17.800",""
"C0S990","2020-03-25 00:00:00","409.000","29.000","2.300","20.300","0.960","970.400","","0.000","-99.000","-99.000","-99.000","24.400","","19.700",""
"C0E850","2020-03-25 00:00:00","104.000","0.000","0.000","19.500","0.960","1003.300","","0.000","-99.000","-99.000","-99.000","25.700","","18.100",""
"C0T9B0","2020-03-25 00:00:00","558.000","283.000","0.700","18.200","0.940","954.700","","0.000","-99.000","-99.000","-99.000","20.400","","16.100",""
"C0G650","2020-03-25 00:00:00","34.000","12.000","0.500","22.900","0.970","1011.400","","0.000","-99.000","-99.000","-99.000","27.900","","20.900",""
"C0K580","2020-03-25 00:00:00","26.000","1.000","1.000","22.500","0.990","1013.900","","0.000","-99.000","-99.000","-99.000","26.900","","19.700",""
"C0X050","2020-03-25 00:00:00","25.000","38.000","0.300","21.800","0.980","1011.600","","0.000","-99.000","-99.000","-99.000","28.100","","20.000",""
"CM0100","2020-03-25 00:00:00","25.000","149.000","1.400","21.200","0.830","1012.400","","0.000","-99.000","-99.000","-99.000","25.000","","19.200",""
"C0AC70","2020-03-25 00:00:00","71.000","86.000","0.600","21.100","0.940","1007.800","","0.500","-99.000","-99.000","-99.000","23.900","","18.700",""
"CM0130","2020-03-25 00:00:00","11.000","13.000","2.300","23.600","0.800","1014.900","","0.000","-99.000","-99.000","-99.000","24.100","","21.600",""
"C0W110","2020-03-25 00:00:00","16.000","13.000","8.700","15.600","0.920","1016.400","","0.000","-99.000","-99.000","-99.000","16.400","","14.600",""
"C0R670","2020-03-25 00:00:00","26.000","80.000","3.900","24.900","0.720","1013.000","","0.000","-99.000","-99.000","-99.000","28.200","","23.600",""
"C0X120","2020-03-25 00:00:00","28.000","4.000","1.400","22.400","0.890","1013.400","","0.000","-99.000","-99.000","-99.000","26.300","","20.900",""
"C0R100","2020-03-25 00:00:00","1006.000","323.000","0.800","16.400","0.990","905.300","","0.000","-99.000","-99.000","-99.000","20.000","","16.100",""
"C0C700","2020-03-25 00:00:00","151.000","136.000","1.200","20.700","0.900","998.500","","0.000","-99.000","-99.000","-99.000","23.900","","18.000",""
"C0W130","2020-03-25 00:00:00","18.000","12.000","4.300","21.000","0.880","1012.600","","0.000","9.700","7.000","","22.600","","19.500",""
"C0F9R0","2020-03-25 00:00:00","20.000","0.000","0.200","22.100","1.000","1014.100","","0.000","-99.000","-99.000","-99.000","25.300","","19.300",""
"C0V660","2020-03-25 00:00:00","25.000","4.000","1.600","23.100","0.850","1012.500","","0.000","-99.000","-99.000","-99.000","27.700","","21.500",""
"C0G780","2020-03-25 00:00:00","27.000","26.000","1.200","22.800","0.880","1012.400","","0.000","-99.000","-99.000","-99.000","26.300","","19.800",""
"C0C590","2020-03-25 00:00:00","72.000","146.000","1.200","20.500","0.910","1006.400","","0.000","-99.000","-99.000","-99.000","23.700","","17.700",""
"C0I520","2020-03-25 00:00:00","3860.000","191.000","7.800","0.900","0.340","642.500","","-99.000","-99.000","-99.000","-99.000","4.000","","-1.400",""
"C0M790","2020-03-25 00:00:00","15.000","31.000","1.000","22.400","0.860","1012.700","","0.000","-99.000","-99.000","-99.000","28.200","","20.100",""
"C0R130","2020-03-25 00:00:00","1040.000","91.000","0.300","17.700","0.920","899.300","","0.000","-99.000","-99.000","-99.000","21.400","","16.800",""
"C0S660","2020-03-25 00:00:00","794.000","209.000","0.700","17.200","0.970","929.800","","0.000","-99.000","-99.000","-99.000","22.300","","16.800",""
"C0M640","2020-03-25 00:00:00","155.000","0.000","0.000","21.600","0.990","997.600","","0.000","-99.000","-99.000","-99.000","25.500","","19.400",""
"C0R660","2020-03-25 00:00:00","20.000","114.000","1.100","22.700","0.870","1013.300","","0.000","-99.000","-99.000","-99.000","26.200","","22.300",""
"C0UA10","2020-03-25 00:00:00","1711.000","330.000","1.000","11.400","1.000","834.600","","1.500","-99.000","-99.000","-99.000","16.600","","10.400",""
"C0V770","2020-03-25 00:00:00","26.000","328.000","0.600","22.600","0.820","1012.100","","0.000","-99.000","-99.000","-99.000","28.500","","21.500",""
"C0E730","2020-03-25 00:00:00","26.000","174.000","0.600","21.000","0.900","1011.200","","0.000","-99.000","-99.000","-99.000","26.100","","19.100",""
"C0V810","2020-03-25 00:00:00","32.000","335.000","2.200","23.100","0.840","1010.500","","0.000","-99.000","-99.000","-99.000","25.900","","22.000",""
"C0A9C0","2020-03-25 00:00:00","35.000","95.000","1.500","22.900","0.810","1012.100","","0.000","-99.000","-99.000","-99.000","23.800","","19.000",""
"C0X310","2020-03-25 00:00:00","9.000","6.000","3.200","23.200","0.880","1015.100","","0.000","-99.000","-99.000","-99.000","24.800","","21.200",""
"C0K280","2020-03-25 00:00:00","23.000","341.000","1.400","22.700","0.940","1015.000","","0.000","-99.000","-99.000","-99.000","28.100","","19.700",""
"C0M650","2020-03-25 00:00:00","20.000","4.000","1.000","22.000","0.920","1013.600","","0.000","-99.000","-99.000","-99.000","26.900","","20.200",""
"C0S910","2020-03-25 00:00:00","212.000","95.000","0.300","23.000","0.990","993.400","","0.000","-99.000","-99.000","-99.000","23.500","","21.800",""
"C0D570","2020-03-25 00:00:00","15.000","0.000","0.000","19.900","1.000","1014.000","","0.000","-99.000","-99.000","-99.000","26.400","","17.700",""
"C0M710","2020-03-25 00:00:00","15.000","332.000","3.200","22.800","0.900","1013.900","","0.000","-99.000","-99.000","-99.000","25.000","","20.600",""
"C0V490","2020-03-25 00:00:00","20.000","324.000","1.500","24.500","0.790","1013.000","","0.000","-99.000","-99.000","-99.000","27.400","","22.700",""
"C0E870","2020-03-25 00:00:00","34.000","113.000","0.500","20.500","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","25.100","","18.900",""
"C0M800","2020-03-25 00:00:00","440.000","0.000","0.000","20.700","0.890","966.200","","0.000","-99.000","-99.000","-99.000","25.800","","19.900",""
"C0A570","2020-03-25 00:00:00","360.000","227.000","0.700","19.100","0.950","975.600","","0.000","-99.000","-99.000","-99.000","23.200","","16.100",""
"C0S790","2020-03-25 00:00:00","236.000","335.000","1.100","20.100","0.920","991.300","","0.000","-99.000","-99.000","-99.000","26.300","","19.800",""
"C0D590","2020-03-25 00:00:00","143.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U990","2020-03-25 00:00:00","31.000","0.000","0.200","20.900","0.990","1014.000","","0.500","-99.000","-99.000","-99.000","23.200","","18.400",""
"C0M700","2020-03-25 00:00:00","150.000","87.000","0.300","20.900","0.990","999.100","","0.000","-99.000","-99.000","-99.000","25.800","","19.300",""
"C0A970","2020-03-25 00:00:00","96.000","139.000","6.300","20.500","0.990","1005.600","","18.500","-99.000","-99.000","-99.000","21.300","","17.600",""
"CM0110","2020-03-25 00:00:00","7.000","38.000","1.800","23.000","0.800","1015.000","","-99.000","-99.000","-99.000","-99.000","25.000","","19.600",""
"C0S940","2020-03-25 00:00:00","150.000","0.000","0.100","22.100","0.830","999.100","","0.000","-99.000","-99.000","-99.000","25.000","","19.800",""
"C0X250","2020-03-25 00:00:00","33.000","34.000","1.800","22.300","0.850","1011.700","","0.000","-99.000","-99.000","-99.000","27.600","","20.600",""
"C0K520","2020-03-25 00:00:00","10.000","351.000","2.500","22.300","0.920","1013.400","","0.000","-99.000","-99.000","-99.000","25.800","","20.100",""
"C0Z200","2020-03-25 00:00:00","153.000","67.000","0.500","19.900","0.990","1000.300","","0.000","-99.000","-99.000","-99.000","24.300","","18.900",""
"C0V740","2020-03-25 00:00:00","60.000","331.000","1.700","22.200","0.920","1009.500","","0.000","-99.000","-99.000","-99.000","27.700","","21.300",""
"C0V790","2020-03-25 00:00:00","410.000","24.000","1.200","21.400","0.820","968.300","","0.000","-99.000","-99.000","-99.000","26.200","","20.800",""
"C0G860","2020-03-25 00:00:00","45.000","354.000","1.400","22.800","0.880","1009.500","","0.000","-99.000","-99.000","-99.000","27.000","","21.000",""
"C0AH30","2020-03-25 00:00:00","755.000","144.000","5.900","18.600","1.000","931.300","","11.000","-99.000","-99.000","-99.000","19.000","","14.500",""
"C0X170","2020-03-25 00:00:00","50.000","52.000","1.100","22.000","0.920","1009.100","","0.000","-99.000","-99.000","-99.000","27.600","","20.800",""
"C0K291","2020-03-25 00:00:00","8.000","351.000","3.500","22.600","0.930","1014.900","","0.000","-99.000","-99.000","-99.000","25.200","","20.500",""
"C0D480","2020-03-25 00:00:00","223.000","0.000","0.000","19.200","0.960","989.200","","0.000","-99.000","-99.000","-99.000","26.300","","16.700",""
"C0F0C0","2020-03-25 00:00:00","983.000","0.000","0.000","17.700","0.990","906.700","","0.000","-99.000","-99.000","-99.000","23.200","","16.200",""
"C0U860","2020-03-25 00:00:00","5.000","46.000","0.700","21.500","1.000","1016.200","","1.000","-99.000","-99.000","-99.000","25.000","","18.600",""
"C0UA50","2020-03-25 00:00:00","808.000","139.000","2.200","17.100","1.000","926.000","","1.500","-99.000","-99.000","-99.000","17.500","","13.900",""
"C0X320","2020-03-25 00:00:00","30.000","75.000","0.900","21.300","0.920","1011.400","","0.000","-99.000","-99.000","-99.000","28.300","","19.600",""
"C0T960","2020-03-25 00:00:00","120.000","0.000","0.000","20.300","0.990","1003.000","","0.000","-99.000","-99.000","-99.000","25.200","","19.000",""
"C0SA80","2020-03-25 00:00:00","136.000","0.000","0.200","20.400","0.950","1000.900","","0.000","-99.000","-99.000","-99.000","25.600","","20.400",""
"C0E780","2020-03-25 00:00:00","160.000","203.000","0.600","20.200","0.990","997.200","","0.000","-99.000","-99.000","-99.000","26.100","","18.100",""
"C0F9Q0","2020-03-25 00:00:00","149.000","248.000","0.700","20.500","1.000","997.600","","0.000","-99.000","-99.000","-99.000","25.600","","17.800",""
"C0F9X0","2020-03-25 00:00:00","166.000","19.000","1.600","20.900","0.990","998.400","","0.000","-99.000","-99.000","-99.000","25.400","","18.000",""
"C0F0D0","2020-03-25 00:00:00","3171.000","144.000","2.200","4.000","0.840","699.200","","0.000","-99.000","-99.000","-99.000","12.400","","3.700",""
"C0S730","2020-03-25 00:00:00","110.000","43.000","3.100","22.600","0.930","1003.600","","0.000","-99.000","-99.000","-99.000","24.800","","20.900",""
"C0T790","2020-03-25 00:00:00","2830.000","193.000","0.700","7.800","0.820","728.500","","0.000","-99.000","-99.000","-99.000","17.900","","6.800",""
"C0X140","2020-03-25 00:00:00","17.000","52.000","0.700","22.400","0.900","1013.200","","0.000","-99.000","-99.000","-99.000","27.700","","21.100",""
"C0V710","2020-03-25 00:00:00","34.000","21.000","1.700","24.900","0.750","1010.800","","0.000","-99.000","-99.000","-99.000","27.300","","22.700",""
"C0G840","2020-03-25 00:00:00","32.000","16.000","1.000","22.200","0.930","1011.200","","0.000","-99.000","-99.000","-99.000","28.000","","19.600",""
"C0S890","2020-03-25 00:00:00","238.000","0.000","0.000","20.000","0.960","992.600","","0.000","-99.000","-99.000","-99.000","25.400","","19.300",""
"C0T820","2020-03-25 00:00:00","550.000","0.000","0.000","17.400","0.930","958.600","","0.000","-99.000","-99.000","-99.000","23.300","","17.400",""
"C0F9I0","2020-03-25 00:00:00","194.000","12.000","1.500","20.500","1.000","992.700","","0.000","-99.000","-99.000","-99.000","24.900","","17.700",""
"C0C650","2020-03-25 00:00:00","208.000","144.000","0.400","19.200","0.950","991.500","","0.000","-99.000","-99.000","-99.000","23.900","","16.900",""
"C0R600","2020-03-25 00:00:00","766.000","57.000","0.800","20.000","0.920","929.500","","0.000","-99.000","-99.000","-99.000","22.600","","18.600",""
"C0Z320","2020-03-25 00:00:00","646.000","0.000","0.000","17.200","1.000","944.500","","1.000","-99.000","-99.000","-99.000","20.500","","16.100",""
"C0V210","2020-03-25 00:00:00","734.000","162.000","0.900","20.400","0.830","934.700","","0.000","-99.000","-99.000","-99.000","26.300","","19.300",""
"C0Z061","2020-03-25 00:00:00","174.000","90.000","0.400","20.600","0.990","1000.100","","0.000","-99.000","-99.000","-99.000","25.500","","19.100",""
"C0M670","2020-03-25 00:00:00","43.000","23.000","0.500","22.400","0.860","1010.100","","0.000","-99.000","-99.000","-99.000","27.200","","20.200",""
"C0I530","2020-03-25 00:00:00","3014.000","230.000","4.800","4.600","0.960","703.200","","-99.000","-99.000","-99.000","-99.000","9.900","","4.200",""
"C0A880","2020-03-25 00:00:00","6.000","157.000","2.200","20.900","0.970","1014.400","","16.500","-99.000","-99.000","-99.000","22.300","","17.700",""
"C0S950","2020-03-25 00:00:00","415.000","223.000","1.100","19.600","0.980","968.900","","0.000","-99.000","-99.000","-99.000","24.000","","18.900",""
"C0X190","2020-03-25 00:00:00","10.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K240","2020-03-25 00:00:00","1132.000","94.000","1.400","17.500","0.990","894.100","","0.000","-99.000","-99.000","-99.000","21.800","","16.000",""
"C0M520","2020-03-25 00:00:00","15.000","33.000","1.400","21.700","0.910","1013.300","","0.000","-99.000","-99.000","-99.000","26.100","","19.600",""
"C0A530","2020-03-25 00:00:00","300.000","0.000","0.000","19.800","0.990","982.000","","0.500","-99.000","-99.000","-99.000","24.300","","15.900",""
"C0E820","2020-03-25 00:00:00","220.000","32.000","0.900","19.300","0.940","990.700","","0.000","-99.000","-99.000","-99.000","24.700","","17.400",""
"C0K450","2020-03-25 00:00:00","35.000","40.000","0.400","22.200","0.860","1010.800","","0.000","-99.000","-99.000","-99.000","26.700","","19.600",""
"C0G760","2020-03-25 00:00:00","53.000","340.000","0.600","22.300","0.990","1011.900","","0.000","-99.000","-99.000","-99.000","27.000","","20.200",""
"CM0120","2020-03-25 00:00:00","4.000","24.000","3.600","22.700","0.820","1015.000","","0.000","-99.000","-99.000","-99.000","24.800","","20.700",""
"C0Z290","2020-03-25 00:00:00","946.000","0.000","0.000","16.300","0.990","912.400","","1.000","-99.000","-99.000","-99.000","18.200","","15.300",""
"C0V680","2020-03-25 00:00:00","40.000","1.000","1.400","23.200","0.840","1010.300","","0.000","-99.000","-99.000","-99.000","28.100","","21.800",""
"C0F9U0","2020-03-25 00:00:00","74.000","278.000","1.400","23.100","0.840","1007.100","","0.000","-99.000","-99.000","-99.000","27.800","","20.600",""
"C0AI10","2020-03-25 00:00:00","76.000","205.000","0.300","21.200","0.920","1006.400","","0.000","-99.000","-99.000","-99.000","27.400","","18.000",""
"C0V530","2020-03-25 00:00:00","34.000","35.000","1.200","21.600","1.000","1011.100","","0.000","-99.000","-99.000","-99.000","27.500","","20.000",""
"C0R550","2020-03-25 00:00:00","38.000","37.000","1.700","21.900","0.950","1011.200","","0.000","-99.000","-99.000","-99.000","28.500","","21.800",""
"C0F9L0","2020-03-25 00:00:00","253.000","72.000","1.100","20.800","0.970","986.300","","0.000","-99.000","-99.000","-99.000","25.900","","18.100",""
"C0A950","2020-03-25 00:00:00","60.000","160.000","4.800","20.200","0.990","1009.700","","3.000","-99.000","-99.000","-99.000","21.400","","18.700",""
"C0R160","2020-03-25 00:00:00","45.000","30.000","1.300","22.400","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","27.800","","21.600",""
"C0F9S0","2020-03-25 00:00:00","43.000","331.000","1.700","23.000","0.810","1010.900","","0.000","-99.000","-99.000","-99.000","27.600","","19.900",""
"C0M820","2020-03-25 00:00:00","980.000","0.000","0.000","18.500","0.870","908.100","","0.000","-99.000","-99.000","-99.000","22.100","","16.300",""
"C0G870","2020-03-25 00:00:00","12.000","15.000","1.900","23.200","0.800","1015.000","","0.000","-99.000","-99.000","-99.000","25.200","","19.900",""
"C0R530","2020-03-25 00:00:00","16.000","64.000","1.500","23.600","0.750","1012.900","","0.000","-99.000","-99.000","-99.000","26.400","","22.500",""
"C0O840","2020-03-25 00:00:00","134.000","0.000","0.200","20.900","1.000","998.300","","0.000","-99.000","-99.000","-99.000","25.800","","19.200",""
"C0A890","2020-03-25 00:00:00","40.000","0.000","0.000","20.500","0.980","1011.000","","5.500","-99.000","-99.000","-99.000","22.300","","17.300",""
"C0A660","2020-03-25 00:00:00","97.000","51.000","0.700","20.100","0.970","1004.700","","3.000","-99.000","-99.000","-99.000","21.200","","16.900",""
"C0T9H0","2020-03-25 00:00:00","725.000","0.000","0.000","17.400","0.990","936.300","","0.500","-99.000","-99.000","-99.000","20.600","","15.000",""
"C0R270","2020-03-25 00:00:00","51.000","160.000","0.900","22.100","1.000","1007.800","","0.000","-99.000","-99.000","-99.000","28.400","","22.100",""
"C0O980","2020-03-25 00:00:00","18.000","31.000","1.000","22.100","0.920","1014.500","","0.000","-99.000","-99.000","-99.000","27.600","","20.300",""
"C0T9I0","2020-03-25 00:00:00","152.000","210.000","1.400","20.800","0.860","1000.200","","0.500","-99.000","-99.000","-99.000","25.000","","18.500",""
"C0V760","2020-03-25 00:00:00","30.000","33.000","1.800","23.600","0.900","1012.200","","0.000","-99.000","-99.000","-99.000","28.800","","21.700",""
"C0AG90","2020-03-25 00:00:00","25.000","103.000","0.600","22.100","1.000","1013.400","","0.000","-99.000","-99.000","-99.000","24.600","","19.800",""
"C0R570","2020-03-25 00:00:00","37.000","3.000","1.200","23.500","0.860","1009.600","","0.000","-99.000","-99.000","-99.000","28.800","","22.700",""
"C0AD00","2020-03-25 00:00:00","86.000","11.000","0.800","22.700","0.840","1005.900","","0.000","-99.000","-99.000","-99.000","23.000","","18.600",""
"C0V700","2020-03-25 00:00:00","24.000","17.000","1.200","24.700","0.770","1011.500","","0.000","-99.000","-99.000","-99.000","28.100","","22.700",""
"C0AH00","2020-03-25 00:00:00","38.000","0.000","0.000","20.900","1.000","1011.400","","1.000","-99.000","-99.000","-99.000","22.200","","18.300",""
"C0X080","2020-03-25 00:00:00","2.000","30.000","1.000","21.200","0.930","1015.000","","0.000","-99.000","-99.000","-99.000","27.800","","20.200",""
"C0G910","2020-03-25 00:00:00","42.000","356.000","3.300","22.500","0.900","1011.600","","0.000","-99.000","-99.000","-99.000","26.400","","19.700",""
"C0I480","2020-03-25 00:00:00","2165.000","0.000","0.000","10.100","0.990","790.600","","0.000","-99.000","-99.000","-99.000","17.100","","8.600",""
"C0Z250","2020-03-25 00:00:00","1124.000","268.000","0.500","15.700","0.990","892.900","","0.500","-99.000","-99.000","-99.000","17.700","","14.400",""
"C0K440","2020-03-25 00:00:00","35.000","342.000","2.100","22.000","0.990","1011.700","","0.000","-99.000","-99.000","-99.000","26.000","","19.300",""
"C0T900","2020-03-25 00:00:00","160.000","0.000","0.000","19.200","0.910","997.000","","0.000","-99.000","-99.000","-99.000","24.800","","18.500",""
"C0F9V0","2020-03-25 00:00:00","525.000","314.000","1.200","20.000","0.960","957.100","","0.000","-99.000","-99.000","-99.000","25.700","","17.700",""
"C0UA20","2020-03-25 00:00:00","2619.000","210.000","1.500","6.800","0.920","-99.000","","0.000","-99.000","-99.000","-99.000","16.000","","6.700",""
"C0M850","2020-03-25 00:00:00","695.000","0.000","0.000","19.600","0.930","937.000","","0.000","-99.000","-99.000","-99.000","24.800","","18.100",""
"C0C620","2020-03-25 00:00:00","19.000","130.000","0.900","22.600","0.880","1011.800","","0.500","-99.000","-99.000","-99.000","27.000","","18.200",""
"C0I360","2020-03-25 00:00:00","300.000","312.000","2.100","21.000","0.900","980.400","","0.000","-99.000","-99.000","-99.000","25.900","","19.300",""
"C0M810","2020-03-25 00:00:00","1354.000","193.000","0.300","15.800","0.980","868.300","","0.000","-99.000","-99.000","-99.000","18.800","","15.300",""
"C0A860","2020-03-25 00:00:00","362.000","0.000","0.100","18.800","1.000","975.000","","5.000","-99.000","-99.000","-99.000","18.800","","15.100",""
"C0U940","2020-03-25 00:00:00","25.000","260.000","0.800","20.200","0.990","1014.600","","0.000","-99.000","-99.000","-99.000","22.700","","17.700",""
"C0S970","2020-03-25 00:00:00","19.000","301.000","1.700","21.900","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","25.400","","21.900",""
"C0V260","2020-03-25 00:00:00","126.000","114.000","0.600","21.500","0.980","1001.000","","0.000","-99.000","-99.000","-99.000","28.200","","20.500",""
"C0H990","2020-03-25 00:00:00","3076.000","238.000","3.900","5.200","0.890","707.400","","0.000","-99.000","-99.000","-99.000","8.600","","4.900",""
"C0F9K0","2020-03-25 00:00:00","30.000","81.000","1.000","21.800","0.920","1010.800","","0.000","-99.000","-99.000","-99.000","23.900","","18.900",""
"C0AH90","2020-03-25 00:00:00","660.000","0.000","0.000","17.000","0.990","944.800","","1.500","-99.000","-99.000","-99.000","18.500","","14.400",""
"C0W150","2020-03-25 00:00:00","42.000","44.000","3.700","19.100","0.560","1012.600","","0.000","-99.000","-99.000","-99.000","22.900","","16.500",""
"C0F000","2020-03-25 00:00:00","273.000","3.000","1.600","20.200","0.990","982.000","","0.000","-99.000","-99.000","-99.000","25.100","","17.400",""
"C0K410","2020-03-25 00:00:00","20.000","13.000","0.900","22.300","0.880","1012.300","","0.000","-99.000","-99.000","-99.000","26.700","","19.800",""
"C0R140","2020-03-25 00:00:00","740.000","0.000","0.100","18.200","0.920","935.000","","0.000","-99.000","-99.000","-99.000","23.500","","17.600",""
"C0V800","2020-03-25 00:00:00","256.000","0.000","0.000","22.200","0.880","984.700","","0.000","-99.000","-99.000","-99.000","26.900","","21.300",""
"C0S830","2020-03-25 00:00:00","288.000","251.000","0.300","20.900","0.870","985.400","","0.000","-99.000","-99.000","-99.000","25.300","","19.200",""
"C0S920","2020-03-25 00:00:00","98.000","306.000","0.800","20.500","0.950","1000.700","","0.500","-99.000","-99.000","-99.000","25.900","","20.500",""
"C0V640","2020-03-25 00:00:00","35.000","34.000","1.500","23.100","0.870","1011.200","","0.000","-99.000","-99.000","-99.000","26.800","","21.400",""
"C0AH80","2020-03-25 00:00:00","68.000","87.000","2.000","21.100","0.940","1007.400","","0.000","-99.000","-99.000","-99.000","23.500","","17.800",""
"C0K250","2020-03-25 00:00:00","12.000","341.000","0.900","22.300","0.940","1014.300","","0.000","-99.000","-99.000","-99.000","26.300","","19.400",""
"C0R840","2020-03-25 00:00:00","536.000","45.000","5.100","19.300","-99.000","955.300","","0.500","-99.000","-99.000","-99.000","23.900","","18.300",""
"C0I410","2020-03-25 00:00:00","180.000","251.000","0.300","21.200","0.920","994.600","","0.000","-99.000","-99.000","-99.000","27.000","","20.100",""
"C0M410","2020-03-25 00:00:00","245.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9Z0","2020-03-25 00:00:00","3193.000","122.000","1.900","5.500","0.620","697.500","","0.000","-99.000","-99.000","-99.000","9.600","","4.300",""
